	Unnamed: 0	Unnamed: 0.1	LABEL	SENTENCE	WORDS	SINGLE
140	140	140	其它#捣乱	您好！请问您对我们的服务有没有什么意见或建议？谢谢您	您好 ！ 请问 您 对 我们 的 服务 有没有 什么 意见 或 建议 ？ 谢谢您	您 好 ！ 请 问 您 对 我 们 的 服 务 有 没 有 什 么 意 见 或 建 议 ？ 谢 谢 您
141	141	141	其它#捣乱	您好，帮您把外套挂一下？我把您的包放在这里了	您好 ， 帮 您 把 外套 挂 一下 ？ 我 把 您 的 包 放在 这里 了	您 好 ， 帮 您 把 外 套 挂 一 下 ？ 我 把 您 的 包 放 在 这 里 了
142	142	142	其它#捣乱	您好，您看还有什么需要吗	您好 ， 您 看 还有 什么 需要 吗	您 好 ， 您 看 还 有 什 么 需 要 吗
143	143	143	其它#捣乱	您好，您看这个菜可以给您合一下盘吗	您好 ， 您 看 这个 菜 可以 给 您 合 一下 盘 吗	您 好 ， 您 看 这 个 菜 可 以 给 您 合 一 下 盘 吗
144	144	144	其它#捣乱	您好，打扰一下，帮您加点水！	您好 ， 打扰 一下 ， 帮 您 加点 水 ！	您 好 ， 打 扰 一 下 ， 帮 您 加 点 水 ！
145	145	145	其它#捣乱	您好，打扰一下，帮您换下烟缸！您好，帮您清理下台面	您好 ， 打扰 一下 ， 帮 您 换下 烟缸 ！ 您好 ， 帮 您 清理 下 台面	您 好 ， 打 扰 一 下 ， 帮 您 换 下 烟 缸 ！ 您 好 ， 帮 您 清 理 下 台 面
146	146	146	其它#捣乱	您好，打扰一下，帮您罩一下衣罩	您好 ， 打扰 一下 ， 帮 您 罩 一下 衣罩	您 好 ， 打 扰 一 下 ， 帮 您 罩 一 下 衣 罩
147	147	147	其它#捣乱	您好，这是我们点的XX菜，给您分一下，好吗	您好 ， 这是 我们 点 的 XX 菜 ， 给 您 分 一下 ， 好 吗	您 好 ， 这 是 我 们 点 的 X X 菜 ， 给 您 分 一 下 ， 好 吗
148	148	148	其它#捣乱	情动三江水，诚感五岳山，心愿传千里，祝福送吉祥，好运常相伴，幸福展笑颜，开心更快乐，人旺万事顺	情动 三 江水 ， 诚感 五岳 山 ， 心愿 传 千里 ， 祝福 送 吉祥 ， 好运 常 相伴 ， 幸福 展 笑颜 ， 开心 更 快乐 ， 人旺 万事 顺	情 动 三 江 水 ， 诚 感 五 岳 山 ， 心 愿 传 千 里 ， 祝 福 送 吉 祥 ， 好 运 常 相 伴 ， 幸 福 展 笑 颜 ， 开 心 更 快 乐 ， 人 旺 万 事 顺
149	149	149	其它#捣乱	感谢所有忙碌着关注着我的朋友，感谢生命中经历的每一次问候与祝福，愿你们每天都平安祥和幸福	感谢 所有 忙碌 着 关注 着 我 的 朋友 ， 感谢 生命 中 经历 的 每 一次 问候 与 祝福 ， 愿 你们 每天 都 平安 祥和 幸福	感 谢 所 有 忙 碌 着 关 注 着 我 的 朋 友 ， 感 谢 生 命 中 经 历 的 每 一 次 问 候 与 祝 福 ， 愿 你 们 每 天 都 平 安 祥 和 幸 福
150	150	150	其它#捣乱	感谢语：谢谢、劳驾了、让您费心了、实在过意不去、麻烦您、感谢您的帮助	感谢 语 ： 谢谢 、 劳驾 了 、 让 您 费心 了 、 实在 过意不去 、 麻烦 您 、 感谢您 的 帮助	感 谢 语 ： 谢 谢 、 劳 驾 了 、 让 您 费 心 了 、 实 在 过 意 不 去 、 麻 烦 您 、 感 谢 您 的 帮 助
151	151	151	其它#捣乱	愿你拥有：春天的歌欢快，夏天的心火热，秋天的意深厚，冬天的情纯真。在未来的人生旅途中，永远保持你自己	愿 你 拥有 ： 春天 的 歌 欢快 ， 夏天 的 心 火热 ， 秋天 的 意 深厚 ， 冬天 的 情 纯真 。 在 未来 的 人生旅途 中 ， 永远 保持 你 自己	愿 你 拥 有 ： 春 天 的 歌 欢 快 ， 夏 天 的 心 火 热 ， 秋 天 的 意 深 厚 ， 冬 天 的 情 纯 真 。 在 未 来 的 人 生 旅 途 中 ， 永 远 保 持 你 自 己
152	152	152	其它#捣乱	愿如梦的幻想，消融在天边的彩霞里；愿青鸟衔起我俩，飞向生活的绿洲	愿如梦 的 幻想 ， 消融 在 天边 的 彩霞 里 ； 愿 青鸟 衔起 我俩 ， 飞 向 生活 的 绿洲	愿 如 梦 的 幻 想 ， 消 融 在 天 边 的 彩 霞 里 ； 愿 青 鸟 衔 起 我 俩 ， 飞 向 生 活 的 绿 洲
153	153	153	其它#捣乱	愿甜蜜伴你度过一天中的每一时，愿平安同你走过一时中的每一分，愿快乐陪你度过一分中的每一秒	愿 甜蜜 伴 你 度过 一天 中 的 每 一时 ， 愿 平安 同 你 走过 一时 中 的 每一分 ， 愿 快乐 陪 你 度过 一分 中 的 每一秒	愿 甜 蜜 伴 你 度 过 一 天 中 的 每 一 时 ， 愿 平 安 同 你 走 过 一 时 中 的 每 一 分 ， 愿 快 乐 陪 你 度 过 一 分 中 的 每 一 秒
154	154	154	其它#捣乱	我一会儿想往前走，一会儿想往后撤退，	我 一会儿 想 往前走 ， 一会儿 想 往后 撤退 ，	我 一 会 儿 想 往 前 走 ， 一 会 儿 想 往 后 撤 退 ，
155	155	155	其它#捣乱	我不知道晚上可不可以啊	我 不 知道 晚上 可不可以 啊	我 不 知 道 晚 上 可 不 可 以 啊
156	156	156	其它#捣乱	我不确定到底要哪一本书	我 不 确定 到底 要 哪 一 本书	我 不 确 定 到 底 要 哪 一 本 书
157	157	157	其它#捣乱	我为什么会生病	我 为什么 会 生病	我 为 什 么 会 生 病
158	158	158	其它#捣乱	我们不应该乱说话	我们 不 应该 乱说话	我 们 不 应 该 乱 说 话
159	159	159	其它#捣乱	我们不应该做不对的事	我们 不 应该 做 不 对 的 事	我 们 不 应 该 做 不 对 的 事
160	160	160	其它#捣乱	我们不应该说不对的话	我们 不 应该 说 不 对 的话	我 们 不 应 该 说 不 对 的 话
161	161	161	其它#捣乱	我们不能做不对的事	我们 不能 做 不 对 的 事	我 们 不 能 做 不 对 的 事
162	162	162	其它#捣乱	我们不能说不对的话	我们 不能 说 不 对 的话	我 们 不 能 说 不 对 的 话
163	163	163	其它#捣乱	我们在过去十年内连一面都没有见过	我们 在 过去 十年 内连 一面 都 没有 见过	我 们 在 过 去 十 年 内 连 一 面 都 没 有 见 过
164	164	164	其它#捣乱	我们应该经常地通通话	我们 应该 经常 地通 通话	我 们 应 该 经 常 地 通 通 话
165	165	165	其它#捣乱	我们是什么关系	我们 是 什么 关系	我 们 是 什 么 关 系
166	166	166	其它#捣乱	我失魂落魄，如痴似醉，一会儿我觉得自己还不够漂亮，不够富有，不够潇洒一忽儿，我为自己能够占有她而沾沾自喜，得意洋洋	我 失魂落魄 ， 如痴似醉 ， 一会儿 我 觉得 自己 还 不够 漂亮 ， 不够 富有 ， 不够 潇洒 一忽儿 ， 我 为 自己 能够 占有 她 而 沾沾自喜 ， 得意洋洋	我 失 魂 落 魄 ， 如 痴 似 醉 ， 一 会 儿 我 觉 得 自 己 还 不 够 漂 亮 ， 不 够 富 有 ， 不 够 潇 洒 一 忽 儿 ， 我 为 自 己 能 够 占 有 她 而 沾 沾 自 喜 ， 得 意 洋 洋
167	167	167	其它#捣乱	我很快就行	我 很快 就行	我 很 快 就 行
168	168	168	其它#捣乱	我思绪纷繁，心乱如麻	我 思绪 纷繁 ， 心乱如麻	我 思 绪 纷 繁 ， 心 乱 如 麻
169	169	169	其它#捣乱	我想知道我什么时候能有女朋友	我 想 知道 我 什么 时候 能 有 女朋友	我 想 知 道 我 什 么 时 候 能 有 女 朋 友
170	170	170	其它#捣乱	我请你做到以下三点：一定要成功，一定要快乐，一定要幸福	我 请 你 做到 以下 三点 ： 一定 要 成功 ， 一定 要 快乐 ， 一定 要 幸福	我 请 你 做 到 以 下 三 点 ： 一 定 要 成 功 ， 一 定 要 快 乐 ， 一 定 要 幸 福
171	171	171	其它#捣乱	我谈恋爱的原则，非诚勿扰	我 谈恋爱 的 原则 ， 非诚 勿扰	我 谈 恋 爱 的 原 则 ， 非 诚 勿 扰
172	172	172	其它#捣乱	我迷路了	我 迷路 了	我 迷 路 了
173	173	173	其它#捣乱	我钱包掉了，能借点钱给我吗	我 钱包 掉 了 ， 能 借点 钱 给 我 吗	我 钱 包 掉 了 ， 能 借 点 钱 给 我 吗
174	174	174	其它#捣乱	所以我才来晚了	所以 我 才 来 晚 了	所 以 我 才 来 晚 了
175	175	175	其它#捣乱	所以我才这样做	所以 我 才 这样 做	所 以 我 才 这 样 做
176	176	176	其它#捣乱	所有的思念，抵不过一个微笑，所有的忧愁，只需要一个问候，有雨的夜，最美那是来自天使的问候	所有 的 思念 ， 抵不过 一个 微笑 ， 所有 的 忧愁 ， 只 需要 一个 问候 ， 有雨 的 夜 ， 最美 那 是 来自 天使 的 问候	所 有 的 思 念 ， 抵 不 过 一 个 微 笑 ， 所 有 的 忧 愁 ， 只 需 要 一 个 问 候 ， 有 雨 的 夜 ， 最 美 那 是 来 自 天 使 的 问 候
177	177	177	其它#捣乱	打扰一下，帮您换下骨碟	打扰 一下 ， 帮 您 换下 骨碟	打 扰 一 下 ， 帮 您 换 下 骨 碟
178	178	178	其它#捣乱	打扰你们一下，到某地的路怎么走	打扰 你们 一下 ， 到 某地 的 路 怎么 走	打 扰 你 们 一 下 ， 到 某 地 的 路 怎 么 走
179	179	179	其它#捣乱	打断一下你们的对话	打断 一下 你们 的 对话	打 断 一 下 你 们 的 对 话
180	180	180	其它#捣乱	打篮球的男生特别帅，你喜欢打篮球吗	打篮球 的 男生 特别 帅 ， 你 喜欢 打篮球 吗	打 篮 球 的 男 生 特 别 帅 ， 你 喜 欢 打 篮 球 吗
181	181	181	其它#捣乱	拉长幸福的直线，让开心的笑容伴随左右，让快乐的生活陪伴身旁，让工作有活力，让事业有激情，愿你事事都如意，万事都顺心	拉长 幸福 的 直线 ， 让 开心 的 笑容 伴随 左右 ， 让 快乐 的 生活 陪伴 身旁 ， 让 工作 有 活力 ， 让 事业 有 激情 ， 愿 你 事事 都 如意 ， 万事 都 顺心	拉 长 幸 福 的 直 线 ， 让 开 心 的 笑 容 伴 随 左 右 ， 让 快 乐 的 生 活 陪 伴 身 旁 ， 让 工 作 有 活 力 ， 让 事 业 有 激 情 ， 愿 你 事 事 都 如 意 ， 万 事 都 顺 心
182	182	182	其它#捣乱	挑逗	挑逗	挑 逗
183	183	183	其它#捣乱	教我好不好	教 我 好不好	教 我 好 不 好
184	184	184	其它#捣乱	无尽的人海中，我们相聚又分离	无尽 的 人海中 ， 我们 相聚 又 分离	无 尽 的 人 海 中 ， 我 们 相 聚 又 分 离
185	185	185	其它#捣乱	早上好阳光为你烘烤温暖的味道，问候为你带来快乐的奇妙，清新的早晨，希望我的一条短信，给你一天简单而充实的幸福，早上好	早上好 阳光 为 你 烘烤 温暖 的 味道 ， 问候 为 你 带来 快乐 的 奇妙 ， 清新 的 早晨 ， 希望 我 的 一条 短信 ， 给 你 一天 简单 而 充实 的 幸福 ， 早上好	早 上 好 阳 光 为 你 烘 烤 温 暖 的 味 道 ， 问 候 为 你 带 来 快 乐 的 奇 妙 ， 清 新 的 早 晨 ， 希 望 我 的 一 条 短 信 ， 给 你 一 天 简 单 而 充 实 的 幸 福 ， 早 上 好
186	186	186	其它#捣乱	早上好，一束阳光照在身，祝你天天都开心，财神家中去，梦想变成真，今天中大奖，明天去上任，朋友的祝福全都是真心	早上好 ， 一束 阳光 照 在 身 ， 祝 你 天天 都 开心 ， 财神 家中 去 ， 梦想 变成 真 ， 今天 中大奖 ， 明天 去 上任 ， 朋友 的 祝福 全都 是 真心	早 上 好 ， 一 束 阳 光 照 在 身 ， 祝 你 天 天 都 开 心 ， 财 神 家 中 去 ， 梦 想 变 成 真 ， 今 天 中 大 奖 ， 明 天 去 上 任 ， 朋 友 的 祝 福 全 都 是 真 心
187	187	187	其它#捣乱	早上没有空	早上 没有 空	早 上 没 有 空
188	188	188	其它#捣乱	早晨，清凉的空气如牛乳般新鲜，冉起的太阳如梦想般希望。天明，亮起的不只是阳光，还要有你的好心情哦，早安	早晨 ， 清凉 的 空气 如 牛乳 般 新鲜 ， 冉起 的 太阳 如 梦想 般 希望 。 天明 ， 亮起 的 不 只是 阳光 ， 还要 有 你 的 好 心情 哦 ， 早安	早 晨 ， 清 凉 的 空 气 如 牛 乳 般 新 鲜 ， 冉 起 的 太 阳 如 梦 想 般 希 望 。 天 明 ， 亮 起 的 不 只 是 阳 光 ， 还 要 有 你 的 好 心 情 哦 ， 早 安
189	189	189	其它#捣乱	明天几点出发	明天 几点 出发	明 天 几 点 出 发
190	190	190	其它#捣乱	明天可不可以	明天 可不可以	明 天 可 不 可 以
191	191	191	其它#捣乱	明天没时间	明天 没 时间	明 天 没 时 间
192	192	192	其它#捣乱	春天，有梦一般的花；春天，有花一般的梦。春天到了！愿你的梦，像美丽的花；愿你心中的花，像美丽的梦	春天 ， 有 梦 一般 的 花 ； 春天 ， 有花 一般 的 梦 。 春天 到 了 ！ 愿 你 的 梦 ， 像 美丽 的 花 ； 愿 你 心中 的 花 ， 像 美丽 的 梦	春 天 ， 有 梦 一 般 的 花 ； 春 天 ， 有 花 一 般 的 梦 。 春 天 到 了 ！ 愿 你 的 梦 ， 像 美 丽 的 花 ； 愿 你 心 中 的 花 ， 像 美 丽 的 梦
193	193	193	其它#捣乱	春风向树木问好， 花儿向人们问好. 五谷向闲田问好。有谁懂，年复一年忙碌的背后，是被忽略的问候与祝福	春风 向 树木 问好 ，   花儿 向 人们 问好 .   五谷 向 闲田 问好 。 有 谁 懂 ， 年复一年 忙碌 的 背后 ， 是 被 忽略 的 问候 与 祝福	春 风 向 树 木 问 好 ， 花 儿 向 人 们 问 好 . 五 谷 向 闲 田 问 好 。 有 谁 懂 ， 年 复 一 年 忙 碌 的 背 后 ， 是 被 忽 略 的 问 候 与 祝 福
194	194	194	其它#捣乱	是先杀猪呢 还是先杀驴呢	是 先 杀猪 呢   还是 先杀 驴 呢	是 先 杀 猪 呢 还 是 先 杀 驴 呢
195	195	195	其它#捣乱	晚上吧	晚上 吧	晚 上 吧
196	196	196	其它#捣乱	晚上有空吗	晚上 有空 吗	晚 上 有 空 吗
197	197	197	其它#捣乱	有些机会，因瞬间的犹豫，擦肩而过；有些缘分，因一时的任性，滑落指间；有些感情，因一时的冲动，遗憾一生；有些人，一转身就是一辈子。许多感情疏远淡漠，无力挽回，只源于一念之差	有些 机会 ， 因 瞬间 的 犹豫 ， 擦肩而过 ； 有些 缘分 ， 因 一时 的 任性 ， 滑落 指 间 ； 有些 感情 ， 因 一时 的 冲动 ， 遗憾 一生 ； 有些 人 ， 一 转身 就是 一辈子 。 许多 感情 疏远 淡漠 ， 无力 挽回 ， 只 源于 一念之差	有 些 机 会 ， 因 瞬 间 的 犹 豫 ， 擦 肩 而 过 ； 有 些 缘 分 ， 因 一 时 的 任 性 ， 滑 落 指 间 ； 有 些 感 情 ， 因 一 时 的 冲 动 ， 遗 憾 一 生 ； 有 些 人 ， 一 转 身 就 是 一 辈 子 。 许 多 感 情 疏 远 淡 漠 ， 无 力 挽 回 ， 只 源 于 一 念 之 差
198	198	198	其它#捣乱	有时候，我们在爱情中犹豫不决，会彷徨失措	有时候 ， 我们 在 爱情 中 犹豫不决 ， 会 彷徨 失措	有 时 候 ， 我 们 在 爱 情 中 犹 豫 不 决 ， 会 彷 徨 失 措
199	199	199	其它#捣乱	有时候，我们在爱情中犹豫不决，会彷徨失措，会被流言蜚语和冷言冷语中伤，继而会对原本在意的这段感情产生质疑	有时候 ， 我们 在 爱情 中 犹豫不决 ， 会 彷徨 失措 ， 会 被 流言蜚语 和 冷言冷语 中伤 ， 继而 会 对 原本 在意 的 这段 感情 产生 质疑	有 时 候 ， 我 们 在 爱 情 中 犹 豫 不 决 ， 会 彷 徨 失 措 ， 会 被 流 言 蜚 语 和 冷 言 冷 语 中 伤 ， 继 而 会 对 原 本 在 意 的 这 段 感 情 产 生 质 疑
200	200	200	其它#捣乱	朋友，当永放心头，永不相忘；朋友，当共荣辱，当同患难；友谊，如流水不因石而阻，不因远而疏。朋友，祝你有个好心情哦	朋友 ， 当永 放心 头 ， 永不 相忘 ； 朋友 ， 当共 荣辱 ， 当同 患难 ； 友谊 ， 如 流水 不因 石而阻 ， 不 因远 而 疏 。 朋友 ， 祝 你 有 个 好 心情 哦	朋 友 ， 当 永 放 心 头 ， 永 不 相 忘 ； 朋 友 ， 当 共 荣 辱 ， 当 同 患 难 ； 友 谊 ， 如 流 水 不 因 石 而 阻 ， 不 因 远 而 疏 。 朋 友 ， 祝 你 有 个 好 心 情 哦
201	201	201	其它#捣乱	朋友，愿你飞过辽阔的天空，穿过无边的旷野，越过璀璨的星河，直到矗立在彩虹之巅	朋友 ， 愿 你 飞过 辽阔 的 天空 ， 穿过 无边 的 旷野 ， 越过 璀璨 的 星河 ， 直到 矗立 在 彩虹 之巅	朋 友 ， 愿 你 飞 过 辽 阔 的 天 空 ， 穿 过 无 边 的 旷 野 ， 越 过 璀 璨 的 星 河 ， 直 到 矗 立 在 彩 虹 之 巅
202	202	202	其它#捣乱	望下次还能为您服务	望 下次 还 能 为您服务	望 下 次 还 能 为 您 服 务
203	203	203	其它#捣乱	清晨的美好就如青草般芳香，如河溪般清澈，如玻璃般透明，如甘露般香甜。亲爱的朋友，早上好，愿你今天有个好心情	清晨 的 美好 就 如 青草 般 芳香 ， 如河溪般 清澈 ， 如 玻璃 般 透明 ， 如 甘露 般 香甜 。 亲爱 的 朋友 ， 早上好 ， 愿 你 今天 有个 好 心情	清 晨 的 美 好 就 如 青 草 般 芳 香 ， 如 河 溪 般 清 澈 ， 如 玻 璃 般 透 明 ， 如 甘 露 般 香 甜 。 亲 爱 的 朋 友 ， 早 上 好 ， 愿 你 今 天 有 个 好 心 情
204	204	204	其它#捣乱	炎炎的烈日，足以拷问丑恶的内心，辛苦的工作，可暂忘浮浅的思春	炎炎 的 烈日 ， 足以 拷问 丑恶 的 内心 ， 辛苦 的 工作 ， 可暂 忘 浮浅 的 思春	炎 炎 的 烈 日 ， 足 以 拷 问 丑 恶 的 内 心 ， 辛 苦 的 工 作 ， 可 暂 忘 浮 浅 的 思 春
205	205	205	其它#捣乱	犹豫不决是以无知为基础的	犹豫不决 是 以 无知 为 基础 的	犹 豫 不 决 是 以 无 知 为 基 础 的
